Taxonsimplified_DN,Taxa_names_no_hyb,Binomial,binomial,UniqueID,Drought2020Scale.mean,AICorrected,AP,PDryQ,PrecDeficit,height_max_m,RowTree,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Wooddensity.g.cm3..mean,Diamthickness.mm..mean,SLA_m2.kg.mean,d13C.mean,totalN.mean,Habit,Habit_num,RegenStrategysimplified,RegenStrategysimplified_num,LeafAreaEst_cm2,Aridclass,Aridclass_num,latitude,longitude
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T26,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T27,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T28,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T29,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T30,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T31,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T32,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T33,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T34,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T35,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T36,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus bicostata,Eucalyptus bicostata,Eucalyptus bicostata,eucalyptus_bicostata,468,2.5,0.8102,1006,160,-1005.8759,45,R122/T37,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,bicostata,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,75.6,Humid,0,-38.41944444,143.9386111
Eucalyptus longifolia,Eucalyptus longifolia,Eucalyptus longifolia,eucalyptus_longifolia,4700,1,0.0544,130,3,-129.7615,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,25.585,Arid,3,-34.89166667,150.6083333
Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus leucoxylon,eucalyptus_leucoxylon,473,0.333333333,0.3475,532,24,-531.847,10,R044/T27,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,megalocarpa,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,32.24375,Semiarid,2,-37.25833333,139.8083333
Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus leucoxylon,eucalyptus_leucoxylon,473,0.333333333,0.3475,532,24,-531.847,10,R044/T28,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,megalocarpa,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,32.24375,Semiarid,2,-37.25833333,139.8083333
Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus leucoxylon,eucalyptus_leucoxylon,473,0.333333333,0.3475,532,24,-531.847,10,R044/T30,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,NA,leucoxylon,megalocarpa,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,32.24375,Semiarid,2,-37.25833333,139.8083333
Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis,eucalyptus_camaldulensis,4733,0,0.2442,491,3,-490.799,40,R260/T13,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,camaldulensis,NA,NA,NA,NA,NA,Tree,0,Polymorphic,4,25.935,Semiarid,2,-34.79166667,137.6083333
Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis,eucalyptus_camaldulensis,4733,0,0.2442,491,3,-490.799,40,R260/T14,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,camaldulensis,NA,NA,NA,NA,NA,Tree,0,Polymorphic,4,25.935,Semiarid,2,-34.79166667,137.6083333
Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis,eucalyptus_camaldulensis,4733,0,0.2442,491,3,-490.799,40,R260/T15,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Rostratae,camaldulensis,camaldulensis,NA,NA,NA,NA,NA,Tree,0,Polymorphic,4,25.935,Semiarid,2,-34.79166667,137.6083333
Eucalyptus leptophylla,Eucalyptus leptophylla,Eucalyptus leptophylla,eucalyptus_leptophylla,4736,0,0.354,565,53,-564.8405,7,R211/T25,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,NA,leptophylla,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.045,Semiarid,2,-35.95888889,137.1980556
Eucalyptus leptophylla,Eucalyptus leptophylla,Eucalyptus leptophylla,eucalyptus_leptophylla,4736,0,0.354,565,53,-564.8405,7,R211/T26,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,NA,leptophylla,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,3.045,Semiarid,2,-35.95888889,137.1980556
Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,eucalyptus_cypellocarpa,4745,2.666666667,0.5322,768,119,-767.8558,65,R210/T11,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,'Clivosae' ms,alaticaulis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,40.0925,Dry Subhumuid,1,-37.06555556,143.3616667
Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,eucalyptus_cypellocarpa,4745,2.666666667,0.5322,768,119,-767.8558,65,R210/T12,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,'Clivosae' ms,alaticaulis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,40.0925,Dry Subhumuid,1,-37.06555556,143.3616667
Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii,eucalyptus_kochii,4793,0,0.1515,344,53,-343.773,10,R210/T26,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,yellowdinensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.2875,Arid,3,-31.47611111,119.3227778
Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii,eucalyptus_kochii,4793,0,0.1515,344,53,-343.773,10,R210/T27,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,yellowdinensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.2875,Arid,3,-31.47611111,119.3227778
Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii,eucalyptus_kochii,4793,0,0.1515,344,53,-343.773,10,R210/T28,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,yellowdinensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.2875,Arid,3,-31.47611111,119.3227778
Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii subsp. yellowdinensis,Eucalyptus kochii,eucalyptus_kochii,4793,0,0.1515,344,53,-343.773,10,R210/T29,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,yellowdinensis,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.2875,Arid,3,-31.47611111,119.3227778
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,4796,0.25,0.1995,356,55,-355.8216,8,R210/T18,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Arid,3,-33.72361111,118.555
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,4796,0.25,0.1995,356,55,-355.8216,8,R210/T19,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Arid,3,-33.72361111,118.555
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,4796,0.25,0.1995,356,55,-355.8216,8,R210/T20,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Arid,3,-33.72361111,118.555
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus_incrassata,4796,0.25,0.1995,356,55,-355.8216,8,R210/T21,Eucalyptus,Symphyomyrtus,Dumaria,Tetrapterae,NA,incrassata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Arid,3,-33.72361111,118.555
Eucalyptus x calyerup,NA,NA,Na,4799,0.5,0.2421,424,66,-423.8249,10,R211/T09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Variable,NA,11.06875,Semiarid,2,-34.01777778,119.0641667
Eucalyptus x calyerup,NA,NA,Na,4799,0.5,0.2421,424,66,-423.8249,10,R211/T10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Variable,NA,11.06875,Semiarid,2,-34.01777778,119.0641667
Eucalyptus x calyerup,NA,NA,Na,4799,0.5,0.2421,424,66,-423.8249,10,R211/T11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Variable,NA,11.06875,Semiarid,2,-34.01777778,119.0641667
Eucalyptus x calyerup,NA,NA,Na,4799,0.5,0.2421,424,66,-423.8249,10,R211/T12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Variable,NA,11.06875,Semiarid,2,-34.01777778,119.0641667
Eucalyptus nutans,Eucalyptus nutans,Eucalyptus nutans,eucalyptus_nutans,4800,0,0.3891,626,77,-625.8392,3,R211/T05,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,nutans,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,3.2725,Semiarid,2,-34.38111111,119.3891667
Eucalyptus nutans,Eucalyptus nutans,Eucalyptus nutans,eucalyptus_nutans,4800,0,0.3891,626,77,-625.8392,3,R211/T07,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,nutans,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,3.2725,Semiarid,2,-34.38111111,119.3891667
Eucalyptus nutans,Eucalyptus nutans,Eucalyptus nutans,eucalyptus_nutans,4800,0,0.3891,626,77,-625.8392,3,R211/T08,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,nutans,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,3.2725,Semiarid,2,-34.38111111,119.3891667
Eucalyptus retusa,Eucalyptus retusa,Eucalyptus retusa,eucalyptus_retusa,4801,0.5,NA,NA,NA,NA,4,R210/T14,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,retusa,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.20625,NA,NA,-34.3875,119.5697222
Eucalyptus retusa,Eucalyptus retusa,Eucalyptus retusa,eucalyptus_retusa,4801,0.5,NA,NA,NA,NA,4,R210/T15,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,retusa,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.20625,NA,NA,-34.3875,119.5697222
Eucalyptus retusa,Eucalyptus retusa,Eucalyptus retusa,eucalyptus_retusa,4801,0.5,NA,NA,NA,NA,4,R210/T16,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Conjunctae,retusa,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,5.20625,NA,NA,-34.3875,119.5697222
