TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,name,Note.Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019.2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath.June2019.,Drought2006,MaturityMar2020,Maturity.at.June.2019,Yearplanted
Eucalyptus decorticans,Eucalyptus decorticans,Eucalyptus decorticans,eucalyptus decorticans,,Species ,D.Nicolle,1260,"Eidsvold, Qld",25,22,51,151,9,2,90,33,Alive,Slight,Slight,?,Moderate,Secondary & tertiary branches,3 - 6 months,None evident,,Slight,Flowered,Flowered,1996
Eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,18,8,Dead,,,,,,,,,Died in 2006,,,1993
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus deglupta,Eucalyptus deglupta,Eucalyptus deglupta,eucalyptus deglupta,,Species ,CSIRO,19790,"SS of New Britain, Bulolo",NA,NA,NA,NA,NA,,80,17,Dead,,,,,,,,,,,,1999
Eucalyptus delegatensis subsp. delegatensis,Eucalyptus delegatensis subsp. delegatensis,Eucalyptus delegatensis subsp. delegatensis,eucalyptus delegatensis subsp. delegatensis,,Subspecies,D.Nicolle,573,"Mt Buffalo, Vic",36,42,55,146,47,31,162,1,Dead,,,,,,,,,,,,1998
Eucalyptus delegatensis subsp. tasmaniensis,Eucalyptus delegatensis subsp. tasmaniensis,Eucalyptus delegatensis subsp. tasmaniensis,eucalyptus delegatensis subsp. tasmaniensis,,Subspecies,D.Nicolle,1971,"Derwent Bridge, Tas",42,12,33,146,8,7,158,5,Dead,,,,,,,,,,,,1998
Eucalyptus delicata,Eucalyptus delicata,Eucalyptus delicata,eucalyptus delicata,,Species ,D.Nicolle,149,"Lort River, WA",33,3,21,121,10,27,19,29,Alive,None evident,None evident,?,,,,,,None evident,,,1993
Eucalyptus dendromorpha,Eucalyptus dendromorpha,Eucalyptus dendromorpha,eucalyptus dendromorpha,,Species ,D.Nicolle,1758,"Fitzroy Falls, NSW",34,39,NA,150,29,,146,27,Alive,Dead,,,,,,,3 - 6 months,None evident,Flowered,Flowered,1997
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,4,21,120,13,1,70,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus denticulata,Eucalyptus denticulata,Eucalyptus denticulata,eucalyptus denticulata,,Species ,D.Nicolle,1743,"Errinundra Plateau, Vic",37,20,24,148,50,50,146,28,Alive,Dead,,,,,,,3 - 6 months,Slight,,,1997
Eucalyptus desmondensis,Eucalyptus desmondensis,Eucalyptus desmondensis,eucalyptus desmondensis,,Species ,D.Nicolle,192,"Desmond, WA",33,37,6,120,8,11,18,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus deuaensis,Eucalyptus deuaensis,Eucalyptus deuaensis,eucalyptus deuaensis,,Species ,D.Nicolle,1769,"Deua Nat. Park, NSW",35,50,NA,149,48,,141,25,Alive,Moderate,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1997
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus diminuta,Eucalyptus diminuta,Eucalyptus diminuta,eucalyptus diminuta,,Species ,D.Nicolle,1168,"Binnu, WA",28,0,38,114,40,24,62,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus diptera,Eucalyptus diptera,Eucalyptus diptera,eucalyptus diptera,,Species ,D.Nicolle,146,"Salmon Gums, WA",32,57,51,121,38,3,21,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus dissimulata,Eucalyptus dissimulata,Eucalyptus dissimulata,eucalyptus dissimulata,,Species ,D.Nicolle,1629,"Lake Cairlocup, WA",33,45,28,118,46,39,136,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus distans,Eucalyptus distans,Eucalyptus distans,eucalyptus distans,,Species ,D.Nicolle,2452,"Willeroo, NT",14,52,54,131,54,22,171,2,Alive,None evident,None evident,?,,,,,,None evident,,,1999
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,6,221,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus distuberosa subsp. distuberosa ,Eucalyptus distuberosa subsp. distuberosa,Eucalyptus distuberosa subsp. distuberosa,eucalyptus distuberosa subsp. distuberosa,,Subspecies,D.Nicolle,3480,"Yellowdine, WA",31,9,53,119,50,19,221,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus diversicolor,Eucalyptus diversicolor,Eucalyptus diversicolor,eucalyptus diversicolor,,Species ,D.Nicolle,1142,"Walpole, WA",34,49,1,116,41,7,76,20,Alive,Severe,Severe,?,None evident,,,,,Severe,,,1995
Eucalyptus diversifolia subsp. diversifolia (subsp. megacarpa),Eucalyptus diversifolia subsp. diversifolia,Eucalyptus diversifolia subsp. diversifolia,eucalyptus diversifolia subsp. diversifolia,,Subspecies,D.Nicolle,1991,"Cape Nelson, Vic",38,24,31,141,32,39,152,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998
Eucalyptus diversifolia subsp. hesperia,Eucalyptus diversifolia subsp. hesperia,Eucalyptus diversifolia subsp. hesperia,eucalyptus diversifolia subsp. hesperia,,Subspecies,D.Nicolle,1811,"Border Village, SA",31,39,35,129,7,50,135,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus dives?,Eucalyptus dives,Eucalyptus dives,eucalyptus dives,,Species ,D.Nicolle,1760,"Moss Vale, NSW",34,30,20,150,20,37,137,34,Dead,,,,,,,,,,,,1997
Eucalyptus dolichocera,Eucalyptus dolichocera,Eucalyptus dolichocera,eucalyptus dolichocera,,Species ,D.Nicolle,273,"Mullewa, WA",28,42,4,115,5,42,27,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,eucalyptus dolichorhyncha,,Species ,D.Nicolle,152,"Grass Patch, WA",33,9,34,121,26,47,43,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus doratoxylon,Eucalyptus doratoxylon,Eucalyptus doratoxylon,eucalyptus doratoxylon,,Species ,D.Nicolle,178,"Cape Le Grand, WA",33,59,27,122,12,44,19,13,Dead,,,,,,,,,Died in 2006,,,1993
Eucalyptus dorrigoensis,Eucalyptus dorrigoensis,Eucalyptus dorrigoensis,eucalyptus dorrigoensis,,Species ,D.Nicolle,6798,"Dorrigo, NSW",30,15,9,152,36,4,331,5,Alive,Moderate,Slight,?,None evident,,,,,Not applicable,,,2015
Eucalyptus drepanophylla (E. xanthoclada),Eucalyptus drepanophylla,Eucalyptus crebra,eucalyptus crebra,,Species ,D.Nicolle,1294,"Pentland, Qld",20,30,9,145,26,14,89,30,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1996
Eucalyptus drummondii,Eucalyptus drummondii,Eucalyptus drummondii,eucalyptus drummondii,,Species ,D.Nicolle,1156,"Herschel Range, WA",30,9,49,115,37,44,67,26,Alive,Moderate,Moderate,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1995
Eucalyptus dumosa,Eucalyptus dumosa,Eucalyptus dumosa,eucalyptus dumosa,,Species ,D.Nicolle,2558,"Renmark, SA",33,50,11,140,56,45,179,17,Alive,None evident,None evident,?,,,,,,None evident,,,1999
Eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,eucalyptus dundasii,,Species ,D.Nicolle,129,"Fraser Range, WA",32,1,30,122,46,26,11,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus dunnii,Eucalyptus dunnii,Eucalyptus dunnii,eucalyptus dunnii,,Species ,D.Nicolle,1257,"Legume, NSW",28,23,28,152,18,28,94,31,Alive,Dead,,,,,,,6 - 12 months,Severe,,,1996
Eucalyptus dura,Eucalyptus dura,Eucalyptus dura,eucalyptus dura,,Species ,D.Nicolle,689,"Barakula State Forest, Qld",26,21,9,150,52,5,53,25,Alive,None evident,None evident,?,,,,,,None evident,,,1994
Eucalyptus dwyeri,Eucalyptus dwyeri,Eucalyptus dwyeri,eucalyptus dwyeri,,Species ,D.Nicolle,1369,"Rocky Glen, NSW",31,0,NA,150,40,,90,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus ebbanoensis subsp. ebbanoensis,Eucalyptus ebbanoensis subsp. ebbanoensis,Eucalyptus ebbanoensis subsp. ebbanoensis,eucalyptus ebbanoensis subsp. ebbanoensis,,Subspecies,D.Nicolle,293,"Wongan Hills, WA",30,49,49,116,38,21,10,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus ebbanoensis subsp. glauciramula,Eucalyptus ebbanoensis subsp. glauciramula,Eucalyptus ebbanoensis subsp. glauciramula,eucalyptus ebbanoensis subsp. glauciramula,,Subspecies,D.Nicolle,2726,"Balpe Lakes, WA",29,12,40,123,14,38,183,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus ebbanoensis subsp. photina,Eucalyptus ebbanoensis subsp. photina,Eucalyptus ebbanoensis subsp. photina,eucalyptus ebbanoensis subsp. photina,,Subspecies,D.Nicolle,270,"Mt Michael, WA",28,53,55,114,57,54,10,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus ecostata,Eucalyptus ecostata,Eucalyptus ecostata,eucalyptus ecostata,,Species ,D.Nicolle,198,"Hopetoun, WA",33,48,41,120,17,35,17,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,eucalyptus educta,,Species ,D.Nicolle,1562,"Dromedaries Hill 1, WA",29,55,44,117,52,29,135,1,Dead,,,,,,,,,,,,1997
Eucalyptus effusa subsp. effusa,Eucalyptus effusa subsp. effusa,Eucalyptus effusa subsp. effusa,eucalyptus effusa subsp. effusa,,Subspecies,D.Nicolle,127,"Fraser Range, WA",32,3,8,122,57,54,12,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,eucalyptus effusa subsp. exsul,,Subspecies,D.Nicolle,1540,"Morton Craig Range, WA",28,13,40,124,39,57,86,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus elaeophloia,Eucalyptus elaeophloia,Eucalyptus elaeophloia,eucalyptus elaeophloia,,Species ,D.Nicolle,586,"Nunniong Plateau 1, Vic",37,5,13,148,4,25,71,36,Dead,,,,,,,,,Died in 2006,,,1995
Eucalyptus elata,Eucalyptus elata,Eucalyptus elata,eucalyptus elata,,Species ,D.Nicolle,1742,"Club Terrace, Vic",37,24,33,148,54,5,146,16,Alive,Severe,Severe,?,Extensive,Basal only,3 - 6 months,None evident,,Moderate,Flowered,Flowered,1997
Eucalyptus elata (E. ornans),Eucalyptus elata,Eucalyptus ornans,eucalyptus ornans,,Species ,D.Nicolle,6783,"Avon River, Vic",37,48,13,146,52,44,332,5,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015
Eucalyptus elegans,Eucalyptus elegans,Eucalyptus elegans,eucalyptus elegans,,Species ,D.Nicolle,680,"Kogan, Qld",27,7,0,150,41,36,51,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus elliptica,Eucalyptus elliptica,Eucalyptus elliptica,eucalyptus elliptica,,Species ,D.Nicolle,1367,"Bendemeer, NSW",30,38,NA,151,20,,92,5,Dead,,,,,,,,,Died in 2006,,,1996
Eucalyptus erectifolia,Eucalyptus × erectifolia,Eucalyptus erectifolia,eucalyptus erectifolia,,Species ,D.Nicolle,1623,"Stirling Range Nat. Park, WA",34,21,32,118,4,29,194,30,Dead,,,,,,,,,,,,2000
Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,eucalyptus eremicola subsp. eremicola,,Subspecies,D.Nicolle,1500,"Maralinga, SA",29,51,26,131,14,44,86,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1518,"Voakes Hill, SA",28,30,42,129,28,41,83,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998
Eucalyptus eremophila,Eucalyptus eremophila,Eucalyptus eremophila,eucalyptus eremophila,,Species ,D.Nicolle,345,"Zanthus, WA",31,1,59,123,30,42,16,28,Dead,,,,,,,,,,,,1993
Eucalyptus erosa,Eucalyptus erosa,Eucalyptus erosa,eucalyptus erosa,,Species ,D.Nicolle,2118,"Carnarvon Range, Qld",24,54,38,148,2,27,150,23,Alive,Moderate,Moderate,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,,,1998
Eucalyptus erythrocorys,Eucalyptus erythrocorys,Eucalyptus erythrocorys,eucalyptus erythrocorys,,Species ,D.Nicolle,5570,"Murchison House Station, WA",27,27,13,114,8,21,319,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2011
Eucalyptus erythronema subsp. erythronema,Eucalyptus erythronema subsp. erythronema,Eucalyptus erythronema subsp. erythronema,eucalyptus erythronema subsp. erythronema,,Subspecies,D.Nicolle,3458,"Bodallin, WA",31,22,38,118,42,50,223,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,245,"Corrigin, WA",32,11,55,117,39,57,42,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus eudesmioides,Eucalyptus eudesmioides,Eucalyptus eudesmioides,eucalyptus eudesmioides,,Species ,D.Nicolle,2207,"Nerren Nerren, WA",26,55,9,114,39,9,177,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999
Eucalyptus eugenioides,Eucalyptus eugenioides,Eucalyptus eugenioides,eucalyptus eugenioides,,Species ,D.Nicolle,1235,"Curricabark, NSW",31,43,1,151,37,36,92,13,Alive,Dead,,,,,,,3 - 6 months,None evident,,,1996
Eucalyptus ewartiana,Eucalyptus ewartiana,Eucalyptus ewartiana,eucalyptus ewartiana,,Species ,D.Nicolle,2721,"Mt Dennis, WA",28,54,39,122,55,41,184,36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,eucalyptus exigua,,Species ,D.Nicolle,322,"Forrestania, WA",32,31,31,119,45,57,24,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus exilipes,Eucalyptus exilipes,Eucalyptus exilipes,eucalyptus exilipes,,Species ,D.Nicolle,1289,"White Mountains, Qld",20,42,39,145,13,20,90,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus exilis,Eucalyptus exilis,Eucalyptus exilis,eucalyptus exilis,,Species ,D.Nicolle,263,"Warradarge, WA",30,3,58,115,18,11,26,8,Dead,,,,,,,,,,,,1993
Eucalyptus expressa,Eucalyptus expressa,Eucalyptus expressa,eucalyptus expressa,,Species ,D.Nicolle,5265,"Parsons Creek, NSW",32,45,7,150,55,22,306,21,Alive,Moderate,Moderate,?,Scattered,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,Not applicable,,,2010
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,eucalyptus exserta,,Species ,D.Nicolle,1261,"Eidsvoid, Qld",25,18,2,151,8,1,92,32,Alive,None evident,Slight,?,None evident,,,,,Slight,Flowered,Flowered,1996
Eucalyptus extensa,Eucalyptus extensa,Eucalyptus extensa,eucalyptus extensa,,Species ,D.Nicolle,145,"Salmon Gums, WA",32,52,50,121,35,44,14,24,Dead,,,,,,,,,,,,1993
Eucalyptus extrica,Eucalyptus extrica,Eucalyptus extrica,eucalyptus extrica,,Species ,D.Nicolle,1092,"Cape Arid, WA",33,35,6,123,34,42,65,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,5,33,119,24,59,69,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus falciformis,Eucalyptus falciformis,Eucalyptus falciformis,eucalyptus falciformis,,Species ,D.Nicolle,361,"Victoria Valley, Vic",37,11,NA,142,20,,168,19,Alive,Dead,,,,,,,2 - 3 years,None evident,,,1999
Eucalyptus farinosa,Eucalyptus farinosa,Eucalyptus farinosa,eucalyptus farinosa,,Species ,D.Nicolle,5136,"Lolworth Range, Qld",20,18,35,145,23,31,303,25,Alive,None evident,None evident,?,,,,,,Not applicable,,,2010
Eucalyptus fasciculosa,Eucalyptus fasciculosa,Eucalyptus fasciculosa,eucalyptus fasciculosa,,Species ,D.Nicolle,1716,"Salt Creek, SA",36,16,54,139,43,55,137,19,Alive,None evident,None evident,?,,,,,,Severe,,,1997
Eucalyptus fastigata,Eucalyptus fastigata,Eucalyptus fastigata,eucalyptus fastigata,,Species ,D.Nicolle,596,"Badja, NSW",36,1,53,149,31,52,15,36,Dead,,,,,,,,,,,,1994
Eucalyptus fibrosa (northern variant),Eucalyptus fibrosa,Eucalyptus fibrosa,eucalyptus fibrosa,,Species ,D.Nicolle,2544,"Marlborough, Qld",22,51,31,149,59,18,167,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999
Eucalyptus flavida,Eucalyptus flavida,Eucalyptus flavida,eucalyptus flavida,,Species ,D.Nicolle,343,"Bronco Plains, WA",30,50,27,122,50,13,11,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus flindersii,Eucalyptus flindersii,Eucalyptus flindersii,eucalyptus flindersii,,Species ,D.Nicolle,5230,"Pualco Hill, SA",32,58,15,139,37,57,303,1,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2010
Eucalyptus flocktoniae subsp. flocktoniae,Eucalyptus flocktoniae subsp. flocktoniae,Eucalyptus flocktoniae subsp. flocktoniae,eucalyptus flocktoniae subsp. flocktoniae,,Subspecies,D.Nicolle,1847,"Desmond, WA",33,37,55,120,8,53,139,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus foecunda subsp. foecunda,Eucalyptus foecunda subsp. foecunda,Eucalyptus foecunda,eucalyptus foecunda,,Species ,D.Nicolle,1152,"Bold Park, WA",31,56,31,115,46,47,62,27,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1995
Eucalyptus foliosa,Eucalyptus foliosa,Eucalyptus foliosa,eucalyptus foliosa,,Species ,D.Nicolle,161,"Scaddan, WA",33,28,56,121,42,26,16,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus formanii subsp. formanii,Eucalyptus formanii subsp. formanii,Eucalyptus formanii,eucalyptus formanii,,Species ,D.Nicolle,1567,"Pigeon Rock, WA",29,56,43,119,15,4,88,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus forrestiana,Eucalyptus forrestiana,Eucalyptus forrestiana,eucalyptus forrestiana,,Species ,D.Nicolle,160,"Scaddan, WA",33,24,32,121,53,39,43,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus fracta,Eucalyptus fracta,Eucalyptus fracta,eucalyptus fracta,,Species ,D.Nicolle,2081,"Broken Back Range, NSW",32,46,2,151,12,26,152,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998
Eucalyptus fraseri subsp. fraseri,Eucalyptus fraseri subsp. fraseri,Eucalyptus fraseri subsp. fraseri,eucalyptus fraseri subsp. fraseri,,Subspecies,D.Nicolle,116,"Balladonia, WA",32,17,1,123,28,56,13,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,128,"Fraser Range south, WA",32,1,41,122,52,0,24,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus fraxinoides,Eucalyptus fraxinoides,Eucalyptus fraxinoides,eucalyptus fraxinoides,,Species ,D.Nicolle,595,"Wadbilliga Trig, NSW",36,20,38,149,36,4,194,19,Dead,,,,,,,,,,,,2000
Eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,eucalyptus frenchiana,,Species ,D.Nicolle,2286,"Lake Johnston, WA",32,3,12,120,45,8,178,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999
Eucalyptus froggattii,Eucalyptus froggattii,Eucalyptus froggattii,eucalyptus froggattii,,Species ,D.Nicolle,2583,"Mitre, Vic",36,40,44,141,44,8,188,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus fruticosa,Eucalyptus fruticosa,Eucalyptus fruticosa,eucalyptus fruticosa,,Species ,D.Nicolle,1177,"Lake Macleod, WA",24,3,7,113,28,16,62,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
