"","TaxonoriginalDN","Taxonsimplified_DN","Acceptedname_ALA","name","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","RowTree","FieldID","DNNumber"
"260","Eucalyptus cajuputea","Eucalyptus cajuputea","Eucalyptus cajuputea","eucalyptus cajuputea","","Species ","D.Nicolle","1691","Iron Dutchess, SA",33,14,NA,137,7,"",135,25,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R135/T25","CCA2917",1691
"261","Eucalyptus oxymitra","Eucalyptus oxymitra","Eucalyptus oxymitra","eucalyptus oxymitra","","Species","D.Nicolle","1704","Birksgate Range, SA",27,27,41,129,53,"12",135,8,"Alive","None evident","None evident","?","","","","","","None evident","","",1997,"R009/T28","CCA0015",NA
"262","Eucalyptus gillii","Eucalyptus gillii","Eucalyptus gillii","eucalyptus gillii","","Species ","D.Nicolle","1715","Gammon Ranges, SA",30,36,3,139,3,"31",135,18,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R046/T06","CCA0668",NA
"263","Eucalyptus fasciculosa","Eucalyptus fasciculosa","Eucalyptus fasciculosa","eucalyptus fasciculosa","","Species ","D.Nicolle","1716","Salt Creek, SA",36,16,54,139,43,"55",137,19,"Alive","None evident","None evident","?","","","","","","Severe","","",1997,"R137/T19","CCA2961",1716
"264","Eucalyptus ovata subsp. ovata","Eucalyptus ovata subsp. ovata","Eucalyptus ovata subsp. ovata","eucalyptus ovata subsp. ovata","","Subspecies","D.Nicolle","1717","Port Macdonnell, SA",38,3,NA,140,41,"",145,16,"Alive","Severe","Moderate","?","None evident","","","","","Severe","","",1997,"R076/T29","CCA1377",805
"265","Eucalyptus kitsoniana","Eucalyptus kitsoniana","Eucalyptus kitsoniana","eucalyptus kitsoniana","","Species ","D.Nicolle","1720","Portland, Vic",38,14,19,141,26,"32",132,31,"Dead","","","","","","","","","","","",1997,"R260/T01","CCA4947",4311
"266","Eucalyptus viminalis subsp. viminalis","Eucalyptus viminalis subsp. viminalis","Eucalyptus viminalis subsp. viminalis","eucalyptus viminalis subsp. viminalis","","Subspecies","D.Nicolle","1724","Lavers Hill, Vic",38,44,28,143,15,"9",146,21,"Dead","","","","","","","","","Died in 2006","","",1997,"R273/T09","CCA5060",6158
"267","Eucalyptus strzeleckii","Eucalyptus strzeleckii","Eucalyptus strzeleckii","eucalyptus strzeleckii","","Species ","D.Nicolle","1725","Gellibrand Lower, Vic",38,44,9,143,15,"5",142,5,"Alive","Dead","","","","","","","6 - 12 months","Severe","","",1997,"R142/T05","CCA3051",1725
"268","Eucalyptus globulus","Eucalyptus globulus","Eucalyptus globulus","eucalyptus globulus","","Species ","D.Nicolle","1726","Kennett River, Vic",38,41,19,143,50,"11",145,21,"Alive","Moderate","Moderate","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R145/T21","CCA3130",1726
"269","Eucalyptus tricarpa","Eucalyptus tricarpa","Eucalyptus tricarpa","eucalyptus tricarpa","","Species ","D.Nicolle","1727","Aireys Inlet, Vic",38,27,13,144,6,"36",138,18,"Alive","None evident","Slight","?","None evident","","","","","Moderate","Flowered","Flowered",1997,"R138/T16","CCA2977",1727
"270","Eucalyptus yarraensis","Eucalyptus yarraensis","Eucalyptus yarraensis","eucalyptus yarraensis","","Species ","D.Nicolle","1728","Dandenong Creek, Vic",37,52,38,145,11,"35",138,13,"Alive","Dead","","","","","","","1 - 2 years","Severe","","",1997,"R138/T13","CCA2976",1728
"271","Eucalyptus fulgens","Eucalyptus fulgens","Eucalyptus fulgens","eucalyptus fulgens","","Species ","D.Nicolle","1729","Tynong, Vic",38,4,18,145,38,"59",146,8,"Alive","Moderate","Moderate","?","Scattered","Secondary & tertiary branches","3 - 6 months","Moderate","","Moderate","Flowered","Flowered",1997,"R146/T08","CCA3143",1729
"272","Eucalyptus cephalocarpa
","Eucalyptus cephalocarpa","Eucalyptus cephalocarpa","eucalyptus cephalocarpa","","Species ","D.Nicolle","1730","Tynong, Vic",38,4,16,145,39,"18",146,3,"Alive","Moderate","Moderate","?","None evident","","","","","Severe","Flowered","Flowered",1997,"R146/T02","CCA3141",1730
"273","Eucalyptus globoidea","Eucalyptus globoidea","Eucalyptus globoidea","eucalyptus globoidea","","Species ","D.Nicolle","1732","Stratford, Vic",37,55,20,147,14,"44",146,20,"Alive","Slight","Moderate","?","Moderate","Primary, secondary & tertiary branches","3 - 6 months","Slight","","None evident","Flowered","Flowered",1997,"R146/T19","CCA3148",1732
"274","Eucalyptus bosistoana","Eucalyptus bosistoana","Eucalyptus bosistoana","eucalyptus bosistoana","","Species ","D.Nicolle","1733","Metung, Vic",37,52,40,147,51,"15",141,31,"Alive","None evident","Moderate","??","None evident","","","","","None evident","","",1997,"R141/T29","CCA3041",1733
"275","Eucalyptus baueriana","Eucalyptus baueriana","Eucalyptus baueriana","eucalyptus baueriana","","Species ","D.Nicolle","1734","Metung, Vic",37,52,40,147,51,"15",142,32,"Alive","Moderate","Moderate","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R092/T17","CCA1632",1252
"276","Eucalyptus tereticornis subsp. mediana","Eucalyptus tereticornis subsp. mediana","Eucalyptus tereticornis subsp. mediana","eucalyptus tereticornis subsp. mediana","","Subspecies","D.Nicolle","1736","Metung, Vic",37,50,40,147,51,"8",144,28,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R144/T28","CCA3108",1736
"277","Eucalyptus mackintii","Eucalyptus mackintii","Eucalyptus mackintii","eucalyptus mackintii","In Gbif appears as Eucalyptus mackintyi","Species ","D.Nicolle","1737","Bruthen, Vic",37,42,37,147,59,"7",141,14,"Alive","Moderate","Severe","?","Extensive","Trunk + primary & secondary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1997,"R141/T13","CCA3027",1737
"278","Eucalyptus polyanthemos subsp. vestita (subsp. longior)","Eucalyptus polyanthemos subsp. vestita","Eucalyptus polyanthemos subsp. vestita","eucalyptus polyanthemos subsp. vestita","","Subspecies","D.Nicolle","1738","Orbost, Vic",37,42,5,148,19,"42",142,11,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R142/T10","CCA3053",1738
"279","Eucalyptus botryoides","Eucalyptus botryoides","Eucalyptus botryoides","eucalyptus botryoides","","Species ","D.Nicolle","1739","Orbost, Vic",37,45,22,148,31,"40",140,20,"Alive","Moderate","Moderate","?","Very scattered","Primary branches","3 - 6 months","None evident","","Moderate","Flowered","Flowered",1997,"R046/T35","CCA0671",NA
"280","Eucalyptus elata","Eucalyptus elata","Eucalyptus elata","eucalyptus elata","","Species ","D.Nicolle","1742","Club Terrace, Vic",37,24,33,148,54,"5",146,16,"Alive","Severe","Severe","?","Extensive","Basal only","3 - 6 months","None evident","","Moderate","Flowered","Flowered",1997,"R146/T16","CCA3147",1742
"281","Eucalyptus denticulata","Eucalyptus denticulata","Eucalyptus denticulata","eucalyptus denticulata","","Species ","D.Nicolle","1743","Errinundra Plateau, Vic",37,20,24,148,50,"50",146,28,"Alive","Dead","","","","","","","3 - 6 months","Slight","","",1997,"R146/T28","CCA3151",1743
"282","Eucalyptus croajingolensis","Eucalyptus croajingolensis","Eucalyptus croajingolensis","eucalyptus croajingolensis","","Species ","D.Nicolle","1744","Cann River, Vic",37,33,56,149,4,"40",142,16,"Alive","Severe","Dead","?","None evident","","","","","Severe","","",1997,"R142/T16","CCA3056",1744
"283","Eucalyptus angophoroides","Eucalyptus angophoroides","Eucalyptus angophoroides","eucalyptus angophoroides","","Species ","D.Nicolle","1745","Genoa, Vic",37,28,56,149,34,"36",142,23,"Alive","Moderate","Moderate","?","None evident","","","","","Severe","","",1997,"R142/T21","CCA3059",1745
"284","Eucalyptus conspicua","Eucalyptus conspicua","Eucalyptus conspicua","eucalyptus conspicua","","Species ","D.Nicolle","1747","Narrabarba, NSW",37,16,26,149,47,"53",262,3,"Alive","Moderate","Severe","?","Moderate","Trunk only","3 - 6 months","None evident","","Not applicable","Flowered","Flowered",2004,"R261/T08","CCA4963",4516
"285","Eucalyptus sieberi","Eucalyptus sieberi","Eucalyptus sieberi","eucalyptus sieberi","","Species ","D.Nicolle","1749","Mt Imlay, NSW",37,11,NA,149,45,"",141,24,"Alive","Slight","Moderate","?","Moderate","Primary & secondary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1997,"R141/T21","CCA3035",1749
"286","Eucalyptus ligulata subsp. ligulata","Eucalyptus ligulata subsp. ligulata","Eucalyptus ligulata subsp. ligulata","eucalyptus ligulata subsp. ligulata","","Subspecies","D.Nicolle","175","Cape Le Grand, WA",33,58,34,122,7,"33",21,27,"Dead","","","","","","","","","","","",1993,"R208/T20","CCA4163",175
"287","Eucalyptus longifolia","Eucalyptus longifolia","Eucalyptus longifolia","eucalyptus longifolia","","Species ","D.Nicolle","1750","Eden, NSW",37,4,28,149,53,"7",144,35,"Alive","None evident","Slight","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R047/T27","CCA0695",NA
"288","Eucalyptus spectatrix","Eucalyptus spectatrix","Eucalyptus stricta","eucalyptus stricta","","Species","D.Nicolle","1751","Bega, NSW",36,39,32,149,54,"19",141,19,"Alive","Dead","","","","","","","1 - 2 years","None evident","Budded","Budded",1997,"R306/T07","CCA5562",5252
"289","Corymbia maculata","Corymbia maculata","Corymbia maculata","corymbia maculata","","Species ","D.Nicolle","1752","Narooma, NSW",36,16,54,150,7,"29",140,8,"Alive","Moderate","Moderate","?","Scattered","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1997,"R123/T01","CCA2590",1752
"290","Eucalyptus muelleriana","Eucalyptus muelleriana","Eucalyptus muelleriana","eucalyptus muelleriana","","Species ","D.Nicolle","1753","Bodalla, NSW",36,3,58,149,59,"3",142,28,"Alive","Dead","","","","","","","1 - 2 years","Moderate","","",1997,"R142/T26","CCA3062",1753
"291","Eucalyptus agglomerata","Eucalyptus agglomerata","Eucalyptus agglomerata","eucalyptus agglomerata","","Species ","D.Nicolle","1754","Nelligen, NSW",35,32,53,149,59,"3",140,15,"Alive","Moderate","Moderate","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R140/T15","CCA3015",1754
"292","Eucalyptus recurva","Eucalyptus recurva","Eucalyptus recurva","eucalyptus recurva","","Species ","D.Nicolle","1755","Mongarlowe, NSW",35,22,51,149,57,"6",246,11,"Alive","Slight","Moderate","?","None evident","","","","","Not applicable","","",2002,"R246/T11","CCA4890",1755
"293","Eucalyptus gregsoniana","Eucalyptus gregsoniana","Eucalyptus gregsoniana","eucalyptus gregsoniana","","Species ","D.Nicolle","1756","Wog Wog, NSW",35,16,3,150,2,"2",142,17,"Alive","Severe","Severe","?","Moderate","Basal only","3 - 6 months","Moderate","6 - 12 months","None evident","Flowered","Flowered",1997,"R142/T17","CCA3057",1756
"294","Eucalyptus sturgissiana","Eucalyptus sturgissiana","Eucalyptus sturgissiana","eucalyptus sturgissiana","","Species ","D.Nicolle","1757","Sassafras, NSW",35,0,53,150,21,"7",146,9,"Alive","Dead","","","","","","","6 - 12 months","Moderate","","",1997,"R146/T09","CCA3144",1757
"295","Eucalyptus dendromorpha","Eucalyptus dendromorpha","Eucalyptus dendromorpha","eucalyptus dendromorpha","","Species ","D.Nicolle","1758","Fitzroy Falls, NSW",34,39,NA,150,29,"",146,27,"Alive","Dead","","","","","","","3 - 6 months","None evident","Flowered","Flowered",1997,"R146/T27","CCA3150",1758
"296","Eucalyptus aquilina","Eucalyptus aquilina","Eucalyptus aquilina","eucalyptus aquilina","","Species ","D.Nicolle","176","Lucky Bay, WA",33,58,55,122,12,"56",23,28,"Dead","","","","","","","","","","","",1993,"R209/T13","CCA4172",4604
"297","Eucalyptus dives?","Eucalyptus dives","Eucalyptus dives","eucalyptus dives","","Species ","D.Nicolle","1760","Moss Vale, NSW",34,30,20,150,20,"37",137,34,"Dead","","","","","","","","","","","",1997,"R281/T10","CCA5180",6099
"298","Eucalyptus beyeriana","Eucalyptus beyeriana","Eucalyptus beyeriana","eucalyptus beyeriana","","Species ","D.Nicolle","1761","Bargo, NSW",34,18,45,150,35,"15",143,25,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R143/T25","CCA3084",1761
"299","Eucalyptus parramattensis subsp. parramattensis","Eucalyptus parramattensis subsp. parramattensis","Eucalyptus parramattensis subsp. parramattensis","eucalyptus parramattensis subsp. parramattensis","","Subspecies","D.Nicolle","1763","Thirlmere, NSW",34,13,2,150,33,"1",143,15,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R143/T13","CCA3074",1763
"300","Eucalyptus kartzoffiana","Eucalyptus kartzoffiana","Eucalyptus kartzoffiana","eucalyptus kartzoffiana","","Species ","D.Nicolle","1765","Araluen 2, NSW",35,36,14,149,45,"56",141,33,"Alive","Severe","Severe","?","Scattered","Tertiary branches","3 - 6 months","Moderate","","None evident","Flowered","Flowered",1997,"R141/T33","CCA3045",1765
"301","Eucalyptus nitens","Eucalyptus nitens","Eucalyptus nitens","eucalyptus nitens","","Species ","D.Nicolle","1766","Big Badja Hill, NSW",35,59,15,149,33,"16",144,27,"Alive","Dead","","","","","","","6 - 12 months","None evident","","",1997,"R144/T27","CCA3107",1766
"302","Eucalyptus badjensis","Eucalyptus badjensis","Eucalyptus badjensis","eucalyptus badjensis","","Species ","D.Nicolle","1767","Mother Woila, NSW",36,1,0,149,39,"27",144,8,"Alive","Slight","Moderate","?","Scattered","Primary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1997,"R144/T08","CCA3096",1767
"303","Eucalyptus wilcoxii","Eucalyptus wilcoxii","Eucalyptus wilcoxii","eucalyptus wilcoxii","","Species","D.Nicolle","1768","Mother Woila, NSW",36,1,7,149,39,"16",144,16,"Alive","Slight","Slight","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R144/T16","CCA3102",1768
"304","Eucalyptus deuaensis","Eucalyptus deuaensis","Eucalyptus deuaensis","eucalyptus deuaensis","","Species ","D.Nicolle","1769","Deua Nat. Park, NSW",35,50,NA,149,48,"",141,25,"Alive","Moderate","Slight","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R141/T25","CCA3039",1769
"305","Eucalyptus notactites","Eucalyptus notactites","Eucalyptus notactites","eucalyptus notactites","","Species ","D.Nicolle","177","Lucky Bay, WA",33,58,55,122,12,"56",85,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R085/T05","CCA1446",177
"306","Eucalyptus cadens","Eucalyptus cadens","Eucalyptus cadens","eucalyptus cadens","","Species ","D.Nicolle","1772","Wangaratta, Vic",36,24,31,146,14,"0",137,1,"Alive","None evident (regrowth from storm damage)","None evident","?","","","","","","","","",1997,"R137/T01","CCA2947",1772
"307","Eucalyptus alligatrix subsp. alligatrix (subsp. limaensis)","Eucalyptus alligatrix subsp. alligatrix","Eucalyptus alligatrix subsp. limaensis","eucalyptus alligatrix subsp. limaensis","","Subspecies","D.Nicolle","1773","Swanpool, Vic",36,44,58,145,59,"35",144,12,"Alive","Moderate","Moderate","?","None evident","","","","","None evident","Flowered","Flowered",1997,"R144/T12","CCA3099",1773
"308","Eucalyptus alligatrix subsp. alligatrix","Eucalyptus alligatrix subsp. alligatrix","Eucalyptus alligatrix subsp. alligatrix","eucalyptus alligatrix subsp. alligatrix","","Subspecies","D.Nicolle","1774","Eildon, Vic",37,22,17,146,0,"49",145,31,"Alive","Severe","Severe","?","None evident","","","","","None evident","","",1997,"R145/T31","CCA3139",1774
"309","Eucalyptus doratoxylon","Eucalyptus doratoxylon","Eucalyptus doratoxylon","eucalyptus doratoxylon","","Species ","D.Nicolle","178","Cape Le Grand, WA",33,59,27,122,12,"44",19,13,"Dead","","","","","","","","","Died in 2006","","",1993,"R208/T09","CCA4154",178
"310","Eucalyptus preissiana subsp. lobata","Eucalyptus preissiana subsp. lobata","Eucalyptus preissiana subsp. lobata","eucalyptus preissiana subsp. lobata","","Subspecies","D.Nicolle","179","Quaggi Beach, WA",33,49,19,121,17,"49",15,28,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R015/T28","CCA0185",179
"311","Eucalyptus leucoxylon subsp. pruinosa","Eucalyptus leucoxylon subsp. pruinosa","Eucalyptus leucoxylon subsp. pruinosa","eucalyptus leucoxylon subsp. pruinosa","","Subspecies","D.Nicolle","1798","Kingston SE, SA",36,49,35,139,55,"13",145,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R045/T09","CCA0646",351
"312","Eucalyptus tetraptera","Eucalyptus tetraptera","Eucalyptus tetraptera","eucalyptus tetraptera","","Species ","D.Nicolle","180","Ravensthorpe, WA",33,40,43,120,35,"42",42,28,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"R042/T28","CCA0585",180
"313","Eucalyptus arcana","Eucalyptus arcana","Eucalyptus arcana","eucalyptus arcana","","Species ","D.Nicolle","1800","Carpenter Rocks, SA",37,55,NA,140,25,"",145,12,"Alive","Moderate","Moderate","?","Extensive","Trunk + primary & secondary branches","3 - 9 months","None evident","","Slight","Flowered","Flowered",1997,"R145/T09","CCA3122",1800
"314","Eucalyptus socialis subsp. socialis","Eucalyptus socialis subsp. socialis","Eucalyptus socialis subsp. socialis","eucalyptus socialis subsp. socialis","","Subspecies","D.Nicolle","1804","Roseworthy, SA",34,30,11,138,41,"41",134,34,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R015/T01","CCA0166",NA
"315","Eucalyptus stoatei","Eucalyptus stoatei","Eucalyptus stoatei","eucalyptus stoatei","","Species ","D.Nicolle","181","Jerdacuttup, WA",33,43,33,120,23,"27",41,32,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"R041/T32","CCA0564",181
"316","Eucalyptus diversifolia subsp. hesperia","Eucalyptus diversifolia subsp. hesperia","Eucalyptus diversifolia subsp. hesperia","eucalyptus diversifolia subsp. hesperia","","Subspecies","D.Nicolle","1811","Border Village, SA",31,39,35,129,7,"50",135,29,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R135/T29","CCA2920",1811
