TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,,,,,,,,,,,,,,,
Eucalyptus litorea,Eucalyptus litorea,Eucalyptus litorea,,Species ,D.Nicolle,1094,"Israelite Bay, WA",33,38,45,123,47,32,65,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus litorea,Eucalyptus litorea,Eucalyptus litorea,,Species ,D.Nicolle,1094,"Israelite Bay, WA",33,38,45,123,47,32,65,7,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,02,65,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,02,65,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,02,65,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,02,65,15,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,11,Alive,Dead,,,,,,,6 - 12 months,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,14,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,12,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,13,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1099,"Truslove, WA",33,22,03,121,41,36,73,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1099,"Truslove, WA",33,22,03,121,41,36,73,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1099,"Truslove, WA",33,22,03,121,41,36,73,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus pimpiniana,Eucalyptus pimpiniana,Eucalyptus pimpiniana,,Species ,D.Nicolle,110,"Ooldea Range, SA",29,20,59,130,11,38,9,35,Alive,None evident,None evident,?,,,,,,None evident,,,1993,,,,,,,,,,,,,,,
Eucalyptus pimpiniana,Eucalyptus pimpiniana,Eucalyptus pimpiniana,,Species ,D.Nicolle,110,"Ooldea Range, SA",29,20,59,130,11,38,9,37,Alive,None evident,None evident,?,,,,,,None evident,,,1993,,,,,,,,,,,,,,,
Eucalyptus pimpiniana,Eucalyptus pimpiniana,Eucalyptus pimpiniana,,Species ,D.Nicolle,110,"Ooldea Range, SA",29,20,59,130,11,38,9,36,Dead,,,,,,,,,,,,1993,,,,,,,,,,,,,,,
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,07,28,65,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,07,28,65,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,07,28,65,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,07,28,65,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,07,28,65,38,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,04,23,122,16,15,65,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,04,23,122,16,15,65,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,04,23,122,16,15,65,24,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,04,23,122,16,15,65,26,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,08,49,122,06,29,65,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,08,49,122,06,29,65,36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,08,49,122,06,29,65,37,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,08,49,122,06,29,65,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,08,49,122,06,29,65,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,08,49,122,06,29,65,19,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,08,49,122,06,29,65,22,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,,Subspecies,D.Nicolle,1106,"Salmon Gums, WA",33,08,49,122,06,29,65,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,,Subspecies,D.Nicolle,1106,"Salmon Gums, WA",33,08,49,122,06,29,65,10,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,26,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,27,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,02,68,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,02,68,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,02,68,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,02,68,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,22,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,04,21,120,13,01,70,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,04,21,120,13,01,70,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,04,21,120,13,01,70,14,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,04,21,120,13,01,70,16,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,04,21,120,13,01,70,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,04,21,120,13,01,70,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,04,21,120,13,01,70,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,04,21,120,13,01,70,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,05,33,119,24,59,69,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,05,33,119,24,59,69,20,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,05,33,119,24,59,69,21,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,05,33,119,24,59,69,22,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,07,119,01,23,70,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,07,119,01,23,70,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,07,119,01,23,70,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,07,119,01,23,70,25,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,09,27,119,09,48,62,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,09,27,119,09,48,62,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,09,27,119,09,48,62,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,5,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,27,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,28,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,30,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,,,,,,,,,,,,,,,
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,,,,,,,,,,,,,,,
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,,,,,,,,,,,,,,,
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,32,Dead,,,,,,,,,,,,1993,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,16,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,18,Dead,,,,,,,,,,,,1995,,,,,,,,,,,,,,,
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,02,20,72,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,02,20,72,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,02,20,72,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,02,20,72,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,,Species ,D.Nicolle,1122,"Ravensthorpe Range, WA",33,30,43,120,02,20,69,24,Alive,Moderate,Moderate,?,Extensive,Trunk + primary & secondary branches,3 - 9 months,Moderate,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,,Species ,D.Nicolle,1122,"Ravensthorpe Range, WA",33,30,43,120,02,20,69,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,,Species ,D.Nicolle,1122,"Ravensthorpe Range, WA",33,30,43,120,02,20,69,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,,Species ,D.Nicolle,1122,"Ravensthorpe Range, WA",33,30,43,120,02,20,69,25,Alive,None evident,Slight,?,Scattered,Primary & secondary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Synonym of E. moluccana,Subspecies,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,03,03,63,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Synonym of E. moluccana,Subspecies,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,03,03,63,10,Alive,None evident,None evident,?,,,,,,None evident,,,1995,,,,,,,,,,,,,,,
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Synonym of E. moluccana,Subspecies,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,03,03,63,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Synonym of E. moluccana,Subspecies,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,03,03,63,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,,,,,,,,,,,,,,,
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,,Species ,CSIRO,11239,"Casino, NSW",29,08,,153,00,,80,3,Alive,Moderate,Slight,?,None evident,,,,,Slight,Flowered,Flowered,1999,,,,,,,,,,,,,,,
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,,Species ,CSIRO,11239,"Casino, NSW",29,08,,153,00,,80,4,Alive,Moderate,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1999,,,,,,,,,,,,,,,
