currentname,RowTree,FieldID,DNNumber
eucalyptus carnei,R039/T15,CCA0504,547
eucalyptus oleosa subsp. ampliata,R039/T19,CCA0505,500
eucalyptus oleosa subsp. ampliata,R039/T20,CCA0506,500
eucalyptus hypolaena,R039/T21,CCA0507,513
eucalyptus canescens subsp. canescens,R039/T23,CCA0508,487
eucalyptus canescens subsp. canescens,R039/T24,CCA0509,487
eucalyptus capillosa,R039/T26,CCA0510,533
eucalyptus capillosa,R039/T27,CCA0511,533
eucalyptus capillosa,R039/T28,CCA0512,533
eucalyptus capillosa,R039/T29,CCA0513,533
eucalyptus xerothermica,R039/T31,CCA0514,541
eucalyptus xerothermica,R039/T32,CCA0515,541
eucalyptus xerothermica,R039/T33,CCA0516,541
eucalyptus x redimulicifera,R039/T34,CCA0517,551
eucalyptus x redimulicifera,R039/T35,CCA0518,551
eucalyptus x redimulicifera,R039/T36,CCA0519,551
eucalyptus kingsmillii,R040/T07,CCA0520,535
eucalyptus sp. mulga rock,R040/T08,CCA0521,522
eucalyptus sp. mulga rock,R040/T09,CCA0522,522
eucalyptus sp. mulga rock,R040/T10,CCA0523,522
eucalyptus sp. mulga rock,R040/T11,CCA0524,522
eucalyptus porosa,R040/T12,CCA0525,482
eucalyptus porosa,R040/T13,CCA0526,482
eucalyptus porosa,R040/T14,CCA0527,482
eucalyptus porosa,R040/T15,CCA0528,482
eucalyptus articulata,R040/T16,CCA0529,520
eucalyptus articulata,R040/T17,CCA0530,520
eucalyptus articulata,R040/T18,CCA0531,520
eucalyptus articulata,R040/T19,CCA0532,520
eucalyptus gypsophila,R040/T21,CCA0533,525
eucalyptus gypsophila,R040/T22,CCA0534,525
eucalyptus gypsophila,R040/T23,CCA0535,525
eucalyptus trivalva,R040/T31,CCA0536,529
eucalyptus jutsonii subsp. jutsonii,R040/T32,CCA0537,548
eucalyptus jutsonii subsp. jutsonii,R040/T33,CCA0538,548
eucalyptus jutsonii subsp. jutsonii,R040/T34,CCA0539,548
eucalyptus jutsonii subsp. jutsonii,R040/T35,CCA0540,548
eucalyptus sp. great victoria desert,R041/T05,CCA0541,505
eucalyptus sp. great victoria desert,R041/T06,CCA0542,505
eucalyptus sp. great victoria desert,R041/T07,CCA0543,505
eucalyptus sp. great victoria desert,R041/T08,CCA0544,505
eucalyptus kochii subsp. amaryssia,R041/T09,CCA0545,536
eucalyptus kochii subsp. amaryssia,R041/T10,CCA0546,536
eucalyptus kochii subsp. amaryssia,R041/T11,CCA0547,536
eucalyptus conglobata subsp. conglobata,R041/T12,CCA0548,559
eucalyptus conglobata subsp. conglobata,R041/T13,CCA0549,559
eucalyptus conglobata subsp. conglobata,R041/T14,CCA0550,559
eucalyptus conglobata subsp. conglobata,R041/T15,CCA0551,559
eucalyptus transcontinentalis,R041/T17,CCA0552,550
eucalyptus brachycalyx,R041/T18,CCA0553,553
eucalyptus brachycalyx,R041/T19,CCA0554,553
eucalyptus brachycalyx,R041/T20,CCA0555,553
eucalyptus scyphocalyx,R041/T21,CCA0556,558
eucalyptus scyphocalyx,R041/T22,CCA0557,558
eucalyptus scyphocalyx,R041/T23,CCA0558,558
eucalyptus scyphocalyx,R041/T24,CCA0559,558
eucalyptus leucophloia subsp. leucophloia,R041/T26,CCA0560,539
eucalyptus leucophloia subsp. leucophloia,R041/T29,CCA0561,539
eucalyptus lesouefii,R041/T30,CCA0562,549
eucalyptus lesouefii,R041/T31,CCA0563,549
eucalyptus stoatei,R041/T32,CCA0564,181
eucalyptus stoatei,R041/T33,CCA0565,181
eucalyptus stoatei,R041/T34,CCA0566,181
eucalyptus stoatei,R041/T35,CCA0567,181
eucalyptus erythronema subsp. inornata,R042/T02,CCA0568,245
eucalyptus erythronema subsp. inornata,R042/T03,CCA0569,245
eucalyptus erythronema subsp. inornata,R042/T04,CCA0570,245
eucalyptus rameliana,R042/T07,CCA0571,543
eucalyptus sparsa,R042/T08,CCA0572,427
eucalyptus sparsa,R042/T10,CCA0573,427
eucalyptus sparsa,R042/T11,CCA0574,427
eucalyptus salmonophloia,R042/T13,CCA0575,341
eucalyptus salmonophloia,R042/T14,CCA0576,341
eucalyptus woodwardii,R042/T16,CCA0577,340
eucalyptus woodwardii,R042/T17,CCA0578,340
eucalyptus woodwardii,R042/T18,CCA0579,340
eucalyptus woodwardii,R042/T19,CCA0580,340
eucalyptus erythrocorys,R042/T20,CCA0581,265
eucalyptus erythrocorys,R042/T21,CCA0582,265
eucalyptus erythrocorys,R042/T22,CCA0583,265
eucalyptus erythrocorys,R042/T23,CCA0584,265
eucalyptus tetraptera,R042/T28,CCA0585,180
eucalyptus tetraptera,R042/T29,CCA0586,180
eucalyptus tetraptera,R042/T30,CCA0587,180
eucalyptus utilis,R042/T32,CCA0588,215
eucalyptus utilis,R042/T33,CCA0589,215
eucalyptus utilis,R042/T34,CCA0590,215
eucalyptus froggattii,R042/T35,CCA0591,453
eucalyptus froggattii,R042/T36,CCA0592,453
eucalyptus torquata,R043/T01,CCA0593,135
eucalyptus torquata,R043/T02,CCA0594,135
eucalyptus torquata,R043/T03,CCA0595,135
eucalyptus torquata,R043/T04,CCA0596,135
eucalyptus talyuberlup,R043/T06,CCA0597,228
eucalyptus dolichorhyncha,R043/T09,CCA0598,152
eucalyptus dolichorhyncha,R043/T10,CCA0599,152
eucalyptus dolichorhyncha,R043/T11,CCA0600,152
eucalyptus dolichorhyncha,R043/T12,CCA0601,152
eucalyptus platypus subsp. platypus,R043/T14,CCA0602,208
eucalyptus platypus subsp. platypus,R043/T15,CCA0603,208
eucalyptus platypus subsp. platypus,R043/T16,CCA0604,208
eucalyptus astringens subsp. redacta,R043/T20,CCA0605,194
eucalyptus cernua,R043/T22,CCA0606,182
eucalyptus cernua,R043/T24,CCA0607,182
eucalyptus forrestiana,R043/T25,CCA0608,160
eucalyptus forrestiana,R043/T27,CCA0609,160
eucalyptus x brachyphylla,R043/T31,CCA0610,338
eucalyptus x brachyphylla,R043/T32,CCA0611,338
eucalyptus x brachyphylla,R043/T33,CCA0612,338
eucalyptus pterocarpa,R043/T34,CCA0613,137
eucalyptus pterocarpa,R043/T35,CCA0614,137
eucalyptus cneorifolia,R044/T01,CCA0615,75
eucalyptus cneorifolia,R044/T03,CCA0616,75
eucalyptus cneorifolia,R044/T04,CCA0617,75
eucalyptus celastroides subsp. celastroides,R044/T05,CCA0618,132
eucalyptus celastroides subsp. celastroides,R044/T07,CCA0619,132
eucalyptus goniocalyx subsp. viridissima,R044/T12,CCA0620,449
eucalyptus goniocalyx subsp. viridissima,R044/T13,CCA0621,449
eucalyptus goniocalyx subsp. viridissima,R044/T14,CCA0622,449
eucalyptus oleosa subsp. ampliata,R044/T15,CCA0623,555
eucalyptus oleosa subsp. ampliata,R044/T16,CCA0624,555
eucalyptus oleosa subsp. ampliata,R044/T17,CCA0625,555
eucalyptus oleosa subsp. ampliata,R044/T18,CCA0626,555
eucalyptus youngiana,R044/T19,CCA0627,523
eucalyptus youngiana,R044/T20,CCA0628,523
eucalyptus youngiana,R044/T21,CCA0629,523
eucalyptus youngiana,R044/T22,CCA0630,523
eucalyptus griffithsii,R044/T23,CCA0631,515
eucalyptus griffithsii,R044/T26,CCA0632,515
eucalyptus leucoxylon subsp. megalocarpa,R044/T27,CCA0633,473
eucalyptus leucoxylon subsp. megalocarpa,R044/T28,CCA0634,473
eucalyptus leucoxylon subsp. megalocarpa,R044/T30,CCA0635,473
eucalyptus leptophylla,R044/T31,CCA0636,447
eucalyptus leptophylla,R044/T32,CCA0637,447
eucalyptus leptophylla,R044/T33,CCA0638,447
eucalyptus leptophylla,R044/T34,CCA0639,447
eucalyptus rigidula,R045/T01,CCA0640,244
eucalyptus rigidula,R045/T03,CCA0641,244
eucalyptus rigidula,R045/T04,CCA0642,244
eucalyptus gracilis,R045/T05,CCA0643,444
eucalyptus gracilis,R045/T06,CCA0644,444
eucalyptus gracilis,R045/T08,CCA0645,444
eucalyptus leucoxylon subsp. pruinosa,R045/T09,CCA0646,351
eucalyptus leucoxylon subsp. pruinosa,R045/T10,CCA0647,351
eucalyptus leucoxylon subsp. pruinosa,R045/T11,CCA0648,351
eucalyptus leucoxylon subsp. pruinosa,R045/T12,CCA0649,351
eucalyptus intertexta,R045/T13,CCA0650,423
eucalyptus intertexta,R045/T14,CCA0651,423
eucalyptus intertexta,R045/T15,CCA0652,423
eucalyptus intertexta,R045/T16,CCA0653,423
eucalyptus stricklandii,R045/T19,CCA0654,344
eucalyptus stricklandii,R045/T20,CCA0655,344
eucalyptus kruseana,R045/T23,CCA0656,337
eucalyptus kruseana,R045/T24,CCA0657,337
eucalyptus caesia subsp. magna,R045/T26,CCA0658,304
eucalyptus caesia subsp. magna,R045/T27,CCA0659,304
eucalyptus caesia subsp. magna,R045/T28,CCA0660,304
eucalyptus verrucata,R045/T29,CCA0661,455
eucalyptus albopurpurea,R045/T33,CCA0662,NA
eucalyptus albopurpurea,R045/T34,CCA0663,NA
eucalyptus albopurpurea,R045/T35,CCA0664,NA
eucalyptus albopurpurea,R045/T36,CCA0665,NA
eucalyptus formanii subsp. formanii,R046/T01,CCA0666,NA
eucalyptus formanii subsp. formanii,R046/T02,CCA0667,NA
eucalyptus gillii,R046/T06,CCA0668,NA
eucalyptus gillii,R046/T07,CCA0669,NA
eucalyptus gillii,R046/T08,CCA0670,NA
eucalyptus botryoides,R046/T35,CCA0671,NA
eucalyptus polyanthemos subsp. polyanthemos,R046/T36,CCA0672,742
eucalyptus calycogona subsp. trachybasis,R047/T01,CCA0673,732
eucalyptus calycogona subsp. trachybasis,R047/T02,CCA0674,732
eucalyptus calycogona subsp. trachybasis,R047/T03,CCA0675,732
eucalyptus calycogona subsp. trachybasis,R047/T04,CCA0676,732
eucalyptus conica,R047/T05,CCA0677,747
eucalyptus conica,R047/T06,CCA0678,747
eucalyptus conica,R047/T08,CCA0679,747
eucalyptus conica x e. microcarpa,R047/T07,CCA0680,747
eucalyptus bridgesiana,R047/T13,CCA0681,760
eucalyptus bridgesiana,R047/T14,CCA0682,760
eucalyptus bridgesiana,R047/T15,CCA0683,760
eucalyptus macrorhyncha subsp. macrorhyncha,R047/T16,CCA0684,737
eucalyptus macrorhyncha subsp. macrorhyncha,R047/T17,CCA0685,737
eucalyptus macrorhyncha subsp. macrorhyncha,R047/T18,CCA0686,737
eucalyptus dawsonii,R047/T19,CCA0687,743
eucalyptus dawsonii,R047/T20,CCA0688,743
eucalyptus dawsonii,R047/T21,CCA0689,743
eucalyptus dawsonii,R047/T22,CCA0690,743
eucalyptus largiflorens,R047/T23,CCA0691,NA
eucalyptus largiflorens,R047/T24,CCA0692,NA
eucalyptus largiflorens,R047/T25,CCA0693,NA
eucalyptus largiflorens,R047/T26,CCA0694,NA
eucalyptus longifolia,R047/T27,CCA0695,NA
eucalyptus longifolia,R047/T30,CCA0696,NA
eucalyptus tenella,R047/T32,CCA0697,763
eucalyptus tenella,R047/T33,CCA0698,763
eucalyptus gomphocephala,R047/T35,CCA0699,NA
eucalyptus gomphocephala,R047/T36,CCA0700,NA
eucalyptus alligatrix subsp. miscella,R048/T01,CCA0701,776
eucalyptus alligatrix subsp. miscella,R048/T02,CCA0702,776
eucalyptus alligatrix subsp. miscella,R048/T03,CCA0703,776
eucalyptus melliodora,R048/T13,CCA0704,777
eucalyptus melliodora,R048/T14,CCA0705,777
eucalyptus melliodora,R048/T15,CCA0706,777
eucalyptus melliodora,R048/T16,CCA0707,777
eucalyptus caleyi subsp. caleyi,R048/T17,CCA0708,746
eucalyptus caleyi subsp. caleyi,R048/T18,CCA0709,746
eucalyptus caleyi subsp. caleyi,R048/T19,CCA0710,746
eucalyptus caleyi subsp. caleyi,R048/T20,CCA0711,746
eucalyptus polybractea,R048/T21,CCA0712,736
eucalyptus polybractea,R048/T22,CCA0713,736
eucalyptus polybractea,R048/T23,CCA0714,736
eucalyptus polybractea,R048/T24,CCA0715,736
eucalyptus dwyeri,R048/T25,CCA0716,751
eucalyptus dwyeri,R048/T26,CCA0717,751
eucalyptus dwyeri,R048/T27,CCA0718,751
eucalyptus dwyeri,R048/T28,CCA0719,751
eucalyptus chloroclada,R048/T29,CCA0720,675
eucalyptus chloroclada,R048/T30,CCA0721,675
eucalyptus chloroclada,R048/T31,CCA0722,675
eucalyptus chloroclada,R048/T32,CCA0723,675
eucalyptus polyanthemos subsp. marginalis,R048/T33,CCA0724,457
eucalyptus polyanthemos subsp. marginalis,R048/T34,CCA0725,457
eucalyptus polyanthemos subsp. marginalis,R048/T35,CCA0726,457
eucalyptus polyanthemos subsp. marginalis,R048/T36,CCA0727,457
eucalyptus viridis,R049/T01,CCA0728,729
eucalyptus viridis,R049/T02,CCA0729,729
eucalyptus viridis,R049/T03,CCA0730,729
eucalyptus viridis,R049/T04,CCA0731,729
eucalyptus woollsiana,R049/T05,CCA0732,681
eucalyptus woollsiana,R049/T06,CCA0733,681
eucalyptus woollsiana,R049/T07,CCA0734,681
eucalyptus woollsiana,R049/T08,CCA0735,681
eucalyptus exserta,R049/T09,CCA0736,682
eucalyptus exserta,R049/T10,CCA0737,682
eucalyptus exserta,R049/T11,CCA0738,682
eucalyptus exserta,R049/T12,CCA0739,682
eucalyptus morrisii,R049/T13,CCA0740,730
eucalyptus morrisii,R049/T14,CCA0741,730
eucalyptus morrisii,R049/T15,CCA0742,730
eucalyptus melanophloia subsp. melanophloia,R049/T17,CCA0743,690
corymbia trachyphloia subsp. trachyphloia,R049/T18,CCA0744,714
corymbia trachyphloia subsp. trachyphloia,R049/T19,CCA0745,714
eucalyptus tereticornis subsp. tereticornis,R049/T20,CCA0746,713
eucalyptus tereticornis subsp. tereticornis,R049/T21,CCA0747,713
eucalyptus tereticornis subsp. tereticornis,R049/T22,CCA0748,713
eucalyptus tereticornis subsp. tereticornis,R049/T23,CCA0749,713
eucalyptus moluccana,R049/T24,CCA0750,712
eucalyptus moluccana,R049/T25,CCA0751,712
eucalyptus moluccana,R049/T26,CCA0752,712
eucalyptus moluccana,R049/T27,CCA0753,712
eucalyptus nicholii,R049/T31,CCA0754,651
eucalyptus goniocalyx subsp. exposa,R049/T32,CCA0755,565
eucalyptus goniocalyx subsp. exposa,R049/T34,CCA0756,565
eucalyptus goniocalyx subsp. exposa,R049/T35,CCA0757,565
eucalyptus blakelyi,R050/T01,CCA0758,722
eucalyptus blakelyi,R050/T03,CCA0759,722
eucalyptus blakelyi,R050/T04,CCA0760,722
eucalyptus dealbata,R050/T05,CCA0761,723
eucalyptus dealbata,R050/T06,CCA0762,723
eucalyptus dealbata,R050/T07,CCA0763,723
eucalyptus dealbata,R050/T08,CCA0764,723
eucalyptus dealbata,R050/T09,CCA0765,724
eucalyptus dealbata,R050/T11,CCA0766,724
eucalyptus dealbata,R050/T12,CCA0767,724
eucalyptus fibrosa,R050/T13,CCA0768,666
eucalyptus fibrosa,R050/T14,CCA0769,666
eucalyptus fibrosa,R050/T15,CCA0770,666
eucalyptus fibrosa,R050/T16,CCA0771,666
eucalyptus kabiana,R050/T21,CCA0772,720
eucalyptus kabiana,R050/T22,CCA0773,720
eucalyptus kabiana,R050/T23,CCA0774,720
eucalyptus kabiana,R050/T24,CCA0775,720
eucalyptus nortonii,R050/T25,CCA0776,583
eucalyptus nortonii,R050/T26,CCA0777,583
eucalyptus nortonii,R050/T27,CCA0778,583
eucalyptus nortonii,R050/T28,CCA0779,583
eucalyptus banksii,R050/T33,CCA0780,653
eucalyptus banksii,R050/T35,CCA0781,653
eucalyptus banksii,R050/T36,CCA0782,653
eucalyptus elegans,R051/T01,CCA0783,680
eucalyptus elegans,R051/T03,CCA0784,680
eucalyptus elegans,R051/T04,CCA0785,680
eucalyptus argophloia,R051/T05,CCA0786,686
eucalyptus argophloia,R051/T06,CCA0787,686
eucalyptus argophloia,R051/T07,CCA0788,686
eucalyptus argophloia,R051/T08,CCA0789,686
eucalyptus sparsifolia,R051/T09,CCA0790,629
eucalyptus sparsifolia,R051/T12,CCA0791,629
eucalyptus smithii,R051/T13,CCA0792,598
eucalyptus smithii,R051/T14,CCA0793,598
eucalyptus smithii,R051/T15,CCA0794,598
eucalyptus smithii,R051/T16,CCA0795,598
eucalyptus glaucescens,R051/T17,CCA0796,588
eucalyptus consideniana,R051/T21,CCA0797,611
eucalyptus consideniana,R051/T22,CCA0798,611
eucalyptus consideniana,R051/T24,CCA0799,611
eucalyptus prava,R052/T01,CCA0800,671
eucalyptus prava,R052/T03,CCA0801,671
eucalyptus prava,R052/T04,CCA0802,671
eucalyptus amplifolia subsp. sessiliflora,R052/T05,CCA0803,668
eucalyptus amplifolia subsp. sessiliflora,R052/T06,CCA0804,668
eucalyptus amplifolia subsp. sessiliflora,R052/T07,CCA0805,668
eucalyptus amplifolia subsp. sessiliflora,R052/T08,CCA0806,668
eucalyptus sideroxylon,R052/T09,CCA0807,674
eucalyptus sideroxylon,R052/T10,CCA0808,674
eucalyptus sideroxylon,R052/T11,CCA0809,674
eucalyptus sideroxylon,R052/T12,CCA0810,674
eucalyptus psammitica,R052/T18,CCA0811,664
eucalyptus psammitica,R052/T20,CCA0812,664
eucalyptus baileyana,R052/T21,CCA0813,665
eucalyptus andrewsii,R052/T25,CCA0814,670
eucalyptus andrewsii,R052/T26,CCA0815,670
eucalyptus andrewsii,R052/T27,CCA0816,670
eucalyptus scias subsp. callimastha,R052/T29,CCA0817,600
eucalyptus scias subsp. callimastha,R052/T30,CCA0818,600
eucalyptus lansdowneana,R052/T33,CCA0819,57
eucalyptus lansdowneana,R052/T34,CCA0820,57
eucalyptus lansdowneana,R052/T35,CCA0821,57
eucalyptus lansdowneana,R052/T36,CCA0822,57
eucalyptus nubilis,R053/T05,CCA0823,685
eucalyptus nubilis,R053/T06,CCA0824,685
eucalyptus nubilis,R053/T07,CCA0825,685
eucalyptus nubilis,R053/T08,CCA0826,685
eucalyptus paniculata,R053/T09,CCA0827,639
eucalyptus paniculata,R053/T10,CCA0828,639
eucalyptus paniculata,R053/T11,CCA0829,639
eucalyptus paniculata,R053/T12,CCA0830,639
eucalyptus notabilis,R053/T15,CCA0831,630
eucalyptus notabilis,R053/T16,CCA0832,630
eucalyptus amplifolia subsp. amplifolia,R053/T17,CCA0833,604
eucalyptus amplifolia subsp. amplifolia,R053/T18,CCA0834,604
eucalyptus amplifolia subsp. amplifolia,R053/T19,CCA0835,604
eucalyptus amplifolia subsp. amplifolia,R053/T20,CCA0836,604
corymbia eximia,R053/T21,CCA0837,632
corymbia eximia,R053/T22,CCA0838,632
corymbia eximia,R053/T23,CCA0839,632
corymbia eximia,R053/T24,CCA0840,632
eucalyptus dura,R053/T25,CCA0841,689
eucalyptus dura,R053/T26,CCA0842,689
eucalyptus dura,R053/T27,CCA0843,689
eucalyptus dura,R053/T28,CCA0844,689
eucalyptus pumila,R053/T30,CCA0845,636
eucalyptus pumila,R053/T31,CCA0846,636
eucalyptus pumila,R053/T32,CCA0847,636
eucalyptus panda,R053/T33,CCA0848,683
eucalyptus panda,R053/T35,CCA0849,683
eucalyptus panda,R053/T36,CCA0850,683
corymbia bunites,R054/T01,CCA0851,711
corymbia bunites,R054/T02,CCA0852,711
corymbia intermedia,R054/T09,CCA0853,708
corymbia intermedia,R054/T11,CCA0854,708
eucalyptus siderophloia,R054/T12,CCA0855,717
eucalyptus siderophloia,R054/T13,CCA0856,717
eucalyptus siderophloia,R054/T14,CCA0857,717
eucalyptus siderophloia,R054/T15,CCA0858,717
eucalyptus cambageana,R054/T16,CCA0859,697
eucalyptus cambageana,R054/T18,CCA0860,697
eucalyptus cambageana,R054/T19,CCA0861,697
eucalyptus orgadophila,R054/T20,CCA0862,698
eucalyptus orgadophila,R054/T21,CCA0863,698
eucalyptus orgadophila,R054/T22,CCA0864,698
eucalyptus orgadophila,R054/T23,CCA0865,698
corymbia citriodora,R054/T24,CCA0866,702
corymbia citriodora,R054/T25,CCA0867,702
corymbia citriodora,R054/T26,CCA0868,702
eucalyptus melanoleuca,R054/T31,CCA0869,706
eucalyptus melanoleuca,R054/T32,CCA0870,706
eucalyptus melanoleuca,R054/T33,CCA0871,706
eucalyptus melanoleuca,R054/T34,CCA0872,706
eucalyptus disclusa,R054/T36,CCA0873,707
eucalyptus quadrangulata,R055/T01,CCA0874,618
eucalyptus quadrangulata,R055/T02,CCA0875,618
eucalyptus quadrangulata,R055/T03,CCA0876,618
eucalyptus quadrangulata,R055/T04,CCA0877,618
eucalyptus mannifera subsp. gullickii,R055/T05,CCA0878,609
eucalyptus mannifera subsp. gullickii,R055/T07,CCA0879,609
eucalyptus planchoniana,R055/T09,CCA0880,663
eucalyptus fergusonii subsp. dorsiventralis,R055/T12,CCA0881,634
corymbia trachyphloia subsp. amphistomatica,R055/T17,CCA0882,684
corymbia trachyphloia subsp. amphistomatica,R055/T18,CCA0883,684
corymbia trachyphloia subsp. amphistomatica,R055/T19,CCA0884,684
eucalyptus youmanii,R055/T21,CCA0885,676
eucalyptus youmanii,R055/T22,CCA0886,676
eucalyptus youmanii,R055/T23,CCA0887,676
corymbia watsoniana subsp. watsoniana,R055/T24,CCA0888,688
corymbia watsoniana subsp. watsoniana,R055/T25,CCA0889,688
corymbia watsoniana subsp. watsoniana,R055/T27,CCA0890,688
corymbia bloxsomei,R055/T28,CCA0891,687
corymbia bloxsomei,R055/T29,CCA0892,687
corymbia bloxsomei,R055/T30,CCA0893,687
corymbia bloxsomei,R055/T31,CCA0894,687
eucalyptus parramattensis subsp. decadens,R056/T08,CCA0895,641
eucalyptus parramattensis subsp. decadens,R056/T09,CCA0896,641
eucalyptus parramattensis subsp. decadens,R056/T10,CCA0897,641
eucalyptus cinerea subsp. triplex,R056/T12,CCA0898,569
eucalyptus cinerea subsp. triplex,R056/T13,CCA0899,569
eucalyptus cinerea subsp. triplex,R056/T14,CCA0900,569
eucalyptus cinerea subsp. triplex,R056/T15,CCA0901,569
corymbia watsoniana subsp. capillata,R056/T19,CCA0902,700
eucalyptus cloeziana,R056/T22,CCA0903,696
eucalyptus cloeziana,R056/T23,CCA0904,696
eucalyptus suffulgens,R056/T28,CCA0905,694
eucalyptus suffulgens,R056/T29,CCA0906,694
eucalyptus leucoxylon subsp. bellarinensis,R056/T31,CCA0907,460
eucalyptus leucoxylon subsp. bellarinensis,R056/T32,CCA0908,460
eucalyptus leucoxylon subsp. bellarinensis,R056/T34,CCA0909,460
eucalyptus bensonii,R057/T04,CCA0910,773
eucalyptus macrorhyncha subsp. cannonii,R057/T06,CCA0911,779
eucalyptus macrorhyncha subsp. cannonii,R057/T07,CCA0912,779
eucalyptus rossii,R057/T10,CCA0913,781
eucalyptus rossii,R057/T11,CCA0914,781
eucalyptus nova-anglica,R057/T21,CCA0915,656
eucalyptus nova-anglica,R057/T24,CCA0916,656
eucalyptus youmanii,R057/T25,CCA0917,654
eucalyptus laevopinea,R057/T30,CCA0918,649
eucalyptus laevopinea,R057/T32,CCA0919,649
eucalyptus nobilis,R057/T33,CCA0920,753
eucalyptus mckieana?,R058/T01,CCA0921,659
eucalyptus mckieana?,R058/T03,CCA0922,659
eucalyptus hallii,R058/T04,CCA0923,716
eucalyptus hallii,R058/T05,CCA0924,716
eucalyptus hallii,R058/T06,CCA0925,716
eucalyptus hallii,R058/T07,CCA0926,716
eucalyptus ancophila,R058/T12,CCA0927,646
eucalyptus ancophila,R058/T13,CCA0928,646
eucalyptus ancophila,R058/T14,CCA0929,646
eucalyptus ancophila,R058/T15,CCA0930,646
eucalyptus mannifera subsp. 'alpine victoria',R058/T16,CCA0931,581
eucalyptus mannifera subsp. 'alpine victoria',R058/T17,CCA0932,581
eucalyptus pauciflora subsp. pauciflora,R058/T25,CCA0933,476
eucalyptus latisinensis,R058/T32,CCA0934,715
eucalyptus latisinensis,R058/T34,CCA0935,715
corymbia gummifera,R058/T35,CCA0936,NA
corymbia gummifera,R058/T36,CCA0937,NA
corymbia gummifera,R058/T37,CCA0938,NA
eucalyptus ralla,R059/T04,CCA0939,614
eucalyptus populnea subsp. populnea,R059/T12,CCA0940,679
eucalyptus populnea subsp. populnea,R059/T13,CCA0941,679
eucalyptus populnea subsp. populnea,R059/T14,CCA0942,679
eucalyptus populnea subsp. populnea,R059/T15,CCA0943,679
corymbia hendersonii,R059/T17,CCA0944,701
eucalyptus imitans,R059/T19,CCA0945,615
eucalyptus imitans,R059/T22,CCA0946,615
eucalyptus vicina,R060/T01,CCA0947,728
eucalyptus vicina,R060/T02,CCA0948,728
eucalyptus vicina,R060/T03,CCA0949,728
eucalyptus vicina,R060/T04,CCA0950,728
eucalyptus rossii,R060/T09,CCA0951,725
eucalyptus rossii,R060/T10,CCA0952,725
eucalyptus rossii,R060/T11,CCA0953,725
eucalyptus rossii,R060/T12,CCA0954,725
eucalyptus oblonga,R060/T18,CCA0955,622
eucalyptus interstans,R060/T29,CCA0956,667
eucalyptus interstans,R060/T30,CCA0957,667
eucalyptus interstans,R060/T31,CCA0958,667
eucalyptus interstans,R060/T32,CCA0959,667
eucalyptus bridgesiana,R060/T33,CCA0960,570
eucalyptus bridgesiana,R060/T34,CCA0961,570
eucalyptus bridgesiana,R060/T35,CCA0962,570
eucalyptus bridgesiana,R060/T36,CCA0963,570
